Churn,tenure,MonthlyCharges,TotalCharges,PhoneService,Contract.xOne.year,Contract.xTwo.year,PaperlessBilling,PaymentMethod.xCredit.card..automatic.,PaymentMethod.xElectronic.check,PaymentMethod.xMailed.check,gender,SeniorCitizen,Partner,Dependents,MultipleLines.xNo.phone.service,MultipleLines.xYes,InternetService.xFiber.optic,InternetService.xNo,OnlineSecurity.xNo.internet.service,OnlineSecurity.xYes,OnlineBackup.xNo.internet.service,OnlineBackup.xYes,DeviceProtection.xNo.internet.service,DeviceProtection.xYes,TechSupport.xNo.internet.service,TechSupport.xYes,StreamingTV.xNo.internet.service,StreamingTV.xYes,StreamingMovies.xNo.internet.service,StreamingMovies.xYes,prob
0,-0.628299977,0.92241627,-0.294957159,1,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0.712632102
0,-0.832005298,-0.282464122,-0.729959125,1,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.276154942
0,1.042083652,-0.124583243,0.527379858,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.045058826
0,1.490235358,-1.484020706,-0.417245628,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0.003965936
0,-0.383853593,0.457083153,-0.194219165,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0.24596082
0,1.571717486,-0.342292665,0.65948405,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.006803789
0,1.449494293,0.835997263,1.628306948,1,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0.038835291
1,1.408753229,1.306316091,2.098821981,1,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0.12023948
0,1.12356578,-1.470725474,-0.475676753,1,0,1,0,0,0,1,1,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0.005413214
0,1.490235358,1.382763675,2.191927974,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0.082021932
0,-1.239415939,-0.674673463,-0.967565798,1,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.439216091
0,1.001342588,-0.325673625,0.357667109,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0.211248017
0,-0.180148272,-0.965506661,-0.583164435,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.263430636
1,1.12356578,1.366144635,1.814540994,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0.357756002
0,0.91986046,-0.019883292,0.592913596,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0.07188673
1,-0.709782106,-1.166597044,-0.813955246,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.44898882
1,1.368012165,1.371130347,2.072573193,1,0,1,1,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0.057680194
0,-1.198674875,-1.46075405,-0.980535787,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0.167142997
1,-1.280157004,-0.476906888,-0.985035579,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.529183542
1,-0.05792508,1.28471134,0.345491201,1,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0.402023944
0,0.268003434,0.555135488,0.363512427,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0.289005096
1,-0.913487426,0.726311599,-0.629375536,1,0,0,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.759748378
0,-1.198674875,-1.512273073,-0.983160666,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0.167142997
0,0.797637267,0.639892592,0.901502284,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0.205594294
0,-0.05792508,1.057030493,0.262333277,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0.426557286
0,-1.076451683,-0.805963878,-0.911340453,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0.096646829
1,-1.239415939,0.357368914,-0.933927645,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.747098787
0,1.042083652,0.526883121,1.113499845,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.171294371
1,-0.546817849,1.389411291,-0.153897498,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0.625336723
0,0.756896203,0.385621282,0.742465512,1,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0.057805036
1,-1.280157004,-1.482358802,-0.998380551,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0.232606602
1,-0.994969555,-1.484020706,-0.938361264,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0.144345863
1,-1.280157004,-1.484020706,-0.998402609,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0.232606602
0,0.512449818,1.126830461,0.989292346,1,1,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0.167820604
0,1.61245855,-0.011573772,1.07496486,1,0,1,0,1,0,0,1,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0.00908779
0,0.838378331,-1.503963553,-0.562650677,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0.015345417
0,-1.157933811,-0.673011559,-0.909906696,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.263337564
0,-1.157933811,-0.744473431,-0.942706652,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0.368737339
1,-1.239415939,-0.737825815,-0.975352203,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0.643970724
1,-1.280157004,-1.470725474,-0.998226146,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0.237838264
0,-0.302371464,-0.550030664,-0.436524149,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0.448653699
0,1.571717486,0.518573601,1.51927522,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0.013241924
0,-0.75052317,0.387283186,-0.514277911,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.499267725
1,-1.280157004,0.515249793,-0.97186707,1,0,0,1,0,1,0,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.753603961
0,-1.117192747,-0.01489758,-0.851718207,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0.413739139
0,1.61245855,-0.167792747,0.874238837,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.00908779
0,1.408753229,1.705173049,2.4513057,1,0,1,1,1,0,0,1,1,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0.055821338
0,-0.506076785,0.538516449,-0.264517388,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0.440192151
0,1.327271101,-1.503963553,-0.46967703,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0.006405186
1,-0.95422849,0.995540045,-0.614707096,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0.766030074
0,1.12356578,-0.001602348,0.774758138,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0.043353168
0,-0.872746362,-1.000406645,-0.838086484,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.314161299
0,0.145780241,0.699721136,0.317742482,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0.068299076
0,1.408753229,0.784478239,1.550663476,1,1,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0.085867022
0,-0.994969555,0.196164227,-0.763156121,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45845932
0,1.61245855,0.654849728,1.697369935,1,0,1,1,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.047344577
0,-1.157933811,-1.465739762,-0.970345081,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0.214529438
0,0.145780241,0.997201949,0.565716323,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0.389335315
0,0.390226626,-0.289111738,0.045681519,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.05515196
0,1.245788973,0.545164065,1.183092218,1,1,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.097416747
0,-0.709782106,-1.474049282,-0.861357468,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0.11683468
0,0.105039177,-1.500639745,-0.694600464,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0.028295096
1,-0.709782106,0.511925985,-0.470294648,1,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.652881608
0,0.43096769,0.845968687,0.686196052,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0.415648204
0,1.368012165,0.201149939,1.083280652,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0.034505966
1,-0.383853593,0.995540045,0.004543713,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0.592268005
1,-0.709782106,0.349059394,-0.501087344,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.483321066
0,1.61245855,1.416001755,2.411116379,1,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0.047344577
0,-1.076451683,0.812730607,-0.792426828,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0.723868219
0,1.245788973,1.452563642,2.07722739,1,0,1,0,1,0,0,1,1,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0.045994378
0,1.368012165,-1.307858883,-0.257701527,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0.013566936
0,-1.280157004,-1.482358802,-0.998380551,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0.177036556
1,-1.280157004,0.493645041,-0.972153821,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.688141314
1,-0.95422849,0.653187824,-0.670910382,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.766030074
1,-1.280157004,0.161264243,-0.976565382,1,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.688141314
0,-0.343112528,-1.45244453,-0.790838666,1,0,1,1,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0.026074955
0,1.408753229,-0.967168565,0.115759165,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.01269865
0,-0.95422849,-1.49399213,-0.926494165,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0.067017884
0,-0.913487426,-1.505625457,-0.9076568,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0.064878821
1,-1.157933811,0.317483218,-0.890231134,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.73375178
0,-0.95422849,0.97227339,-0.64922756,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0.70256581
0,1.571717486,1.304654187,2.263240857,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0.035230494
0,-0.913487426,-0.649744903,-0.818168286,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2249476
0,0.879119396,0.169573763,0.705849556,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0.081494973
0,0.390226626,-1.314506499,-0.518402721,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0.020037602
0,0.634673011,1.562249306,1.394207467,1,0,1,0,1,0,0,1,0,1,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0.075074995
0,1.61245855,1.379439867,2.330208352,1,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0.047344577
0,-0.872746362,-0.47358308,-0.757884306,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0.484300299
0,-0.913487426,-0.800978166,-0.809080471,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0.321691852
0,-1.157933811,0.157940435,-0.881606533,1,0,0,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.578171419
0,0.145780241,1.319611323,0.618346245,1,0,0,1,1,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0.469133229
0,0.960601524,-1.487344514,-0.526387646,1,0,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0.006214903
0,-1.076451683,0.703044943,-0.780272978,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0.643765087
0,0.675414075,1.269754204,1.271808709,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0.149689094
0,0.064298113,-0.49851164,-0.242239006,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.204947977
0,0.716155139,1.396058907,1.351988829,1,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0.257906573
0,-0.872746362,-0.968830469,-0.819756448,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.483545019
0,-1.035710619,0.06819762,-0.805198297,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.481993532
0,1.082824716,-1.46906357,-0.439965167,1,0,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0.005603437
0,1.368012165,-0.267506986,0.628691355,0,0,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0.025833305
0,-1.280157004,-0.673011559,-0.9876384,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.358563735
1,-0.180148272,0.835997263,0.150985479,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0.62859409
1,-1.239415939,0.530206929,-0.936949565,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.681297274
0,0.349485562,-0.446992617,-0.091848893,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0.170680855
0,1.61245855,0.945682926,1.943579151,1,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0.01793575
0,-0.75052317,0.520235505,-0.505675367,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0.331022305
0,-0.465335721,0.535192641,-0.250731261,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0.109858198
0,-1.280157004,-1.480696898,-0.998358493,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0.177036556
0,-0.832005298,-0.518454488,-0.755325601,1,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.356261487
0,1.530976422,-1.289577939,-0.121913681,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0.007455051
0,-0.424594657,0.505278369,-0.254481087,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.423154047
0,1.490235358,1.460873162,2.298312766,1,1,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0.110199584
0,0.268003434,-1.322816019,-0.564216781,1,0,1,0,0,0,1,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0.015402453
0,-0.465335721,-0.151173707,-0.452163133,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0.151455976
0,0.105039177,-0.126245147,-0.067430903,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0.108585471
0,0.105039177,0.144645203,0.091252944,1,0,1,1,1,0,0,1,0,1,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0.044623682
0,-0.220889336,-0.26916889,-0.278082938,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.184742576
0,1.368012165,-0.167792747,0.755920773,1,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.016384253
0,1.490235358,-1.490668322,-0.389960124,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0.003965936
0,0.43096769,-1.274620803,-0.517586582,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0.013431639
0,1.61245855,-1.327801731,-0.181513869,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0.004948343
0,-1.117192747,0.661497344,-0.834138137,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0.657580513
0,-0.628299977,-1.45244453,-0.837204172,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0.109856358
0,-1.117192747,-0.162807035,-0.880305122,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0.256656165
1,-1.198674875,0.40556413,-0.902407043,1,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.740481012
1,-1.280157004,-1.316168403,-0.99617477,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39330223
0,1.12356578,1.703511145,2.048111088,1,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0.070106096
0,1.61245855,1.686892105,2.709580535,1,0,1,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0.067244158
0,-1.157933811,0.850954398,-0.849953583,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0.737533459
1,0.023557049,1.294682763,0.475455786,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0.31152948
0,0.960601524,0.942359118,1.310520156,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0.166425309
0,-0.95422849,0.189516611,-0.743524675,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.625654058
1,-0.546817849,-0.325673625,-0.545622052,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.230283035
0,-0.098666144,0.983906718,0.156521988,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0.257160212
0,1.61245855,1.517377898,2.514236616,1,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0.047344577
0,1.408753229,0.35570701,1.299711832,1,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0.030553934
0,1.327271101,-0.161145131,0.722525256,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0.019112895
0,-0.75052317,-1.487344514,-0.875253885,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0.218721595
0,-0.832005298,-1.276282707,-0.868349792,1,1,0,0,0,0,1,1,0,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0.082327995
0,1.61245855,0.056564292,1.115374758,1,0,1,1,1,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0.012757585
1,-1.239415939,-0.516792584,-0.967433451,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0.643970724
0,0.268003434,-0.787682934,-0.302743564,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0.147652876
1,-1.035710619,1.015482893,-0.715731841,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0.716872929
0,1.042083652,-1.344420771,-0.379151799,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0.008021748
1,-1.157933811,0.319145122,-0.872033445,1,0,0,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.655149877
1,-1.198674875,-0.470259272,-0.940544987,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.419560622
1,-1.280157004,0.159602339,-0.97658744,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.688141314
0,0.227262369,1.208263756,0.738230413,1,0,0,1,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0.451879156
0,1.001342588,1.189982812,1.468343749,1,0,0,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0.382032062
0,1.205047909,0.654849728,1.283719923,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0.018013044
1,-0.302371464,1.033763837,0.072989081,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0.575393783
0,1.449494293,-1.505625457,-0.480750048,1,1,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0.009171876
1,0.064298113,1.171701868,0.527931303,1,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0.57879289
0,1.61245855,0.661497344,1.721324711,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0.033969583
0,1.408753229,1.199954236,1.96307825,1,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0.087405764
0,-1.157933811,0.02665002,-0.896958765,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.418186451
0,1.368012165,-0.076388027,0.817506163,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0.025833305
0,1.245788973,0.839321071,1.558913095,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0.072242253
1,-1.239415939,1.025454317,-0.933486489,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0.681297274
0,1.490235358,0.859263918,1.781741038,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0.014180852
1,-1.117192747,0.884192478,-0.808881951,1,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0.730755589
0,1.368012165,0.488659329,1.284999276,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0.015969544
0,1.001342588,1.013820989,1.448822592,1,0,0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0.178677803
1,-0.2616304,0.629921168,-0.093834096,1,0,0,1,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.562107097
0,-0.913487426,-1.489006418,-0.919678304,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0.181501727
1,-1.239415939,-0.26916889,-0.957198629,1,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.346886435
0,0.227262369,1.000525757,0.588038821,1,0,1,1,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0.102756438
